id,job_title,nice_areas,nice_subcategories,ksa,tasks
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,* Knowledge of cybersecurity principles.,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,* Knowledge of cyber threats and vulnerabilities. ,
e3,Incident Analyst / Responder,Protect and Defend,Cyber Defense Infrastructure Support,* Knowledge of specific operational impacts of cybersecurity lapses.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of data backup, types of backups (e.g., full, incremental), and recovery concepts and tools.","Administer test bed(s), and test and evaluate applications, hardware infrastructure, rules/signatures, access controls, and configurations of platforms managed by service provider(s)."
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of host/network access control mechanisms (e.g., access control list).","Coordinate with Cyber Defense Analysts to manage and administer the updating of rules and signatures (e.g., intrusion detection/protection systems, anti-virus, and content blacklists) for specialized cyber defense applications."
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications.,"Create, edit, and manage network access control lists on specialized cyber defense systems (e.g., firewalls and intrusion prevention systems)."
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of incident response and handling methodologies.,"Identify potential conflicts with implementation of any cyber defense tools(e.g., tool and signature testing and optimization)."
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of cybersecurity principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).","Implement Risk Management Framework (RMF)/Security Assessment and Authorization (SA&A) requirements for dedicated cyber defense systems within the enterprise, and document and maintain records for them."
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of network protocols (e.g., Transmission Critical Protocol (TCP), Internet Protocol (IP), Dynamic Host Configuration Protocol (DHCP)), and directory services (e.g., Domain Name System (DNS)).","Perform system administration on specialized cyber defense applications and systems (e.g., anti-virus, audit and remediation) or Virtual Private Network (VPN) devices, to include installation, configuration, maintenance, backup and restoration."
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of network traffic analysis (tools, methodologies, processes).","Assist in identifying, prioritizing, and coordinating the protection of critical cyber defense infrastructure and key resources."
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol (TCP), Internet Protocol (IP), Open System Interconnection Model (OSI)).",Assist in assessing the impact of implementing and sustaining a dedicated cyber defense infrastructure.
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of packet-level analysis.,"Build, install, configure, and test dedicated cyber defense hardware. "
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of Virtual Private Network (VPN) security.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of what constitutes a network attack and the relationship to both threats and vulnerabilities.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Skill in troubleshooting and diagnosing cyber defense infrastructure anomalies and work through resolution.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Skill in applying host/network access controls (e.g., access control list).",
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Skill in tuning sensors.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Skill in using incident handling methodologies.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Skill in using Virtual Private Network (VPN) devices and encryption.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Skill in securing network communications.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Skill in protecting a network against malware.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of web filtering technologies.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of cyber defense policies, procedures, and regulations.",
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of test procedures, principles, and methodologies (e.g., Capabilities and Maturity Model Integration (CMMI)).",
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).",
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. ",
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of basic system, network, and OS hardening techniques.",
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"Skill in system, network, and OS hardening techniques.",
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"* Knowledge of computer networking concepts and protocols, and network security methodologies. ",
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"* Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).",
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,"* Knowledge of national and international laws, regulations, policies, and ethics as they relate to cybersecurity. ",
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,* Knowledge of cybersecurity principles.,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,* Knowledge of cyber threats and vulnerabilities. ,
m1,Cybersecurity Analyst,Protect and Defend,Cyber Defense Infrastructure Support,* Knowledge of specific operational impacts of cybersecurity lapses.,
m2,Cybersecurity Consultant,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of data backup, types of backups (e.g., full, incremental), and recovery concepts and tools.","Administer test bed(s), and test and evaluate applications, hardware infrastructure, rules/signatures, access controls, and configurations of platforms managed by service provider(s)."
m2,Cybersecurity Consultant,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of host/network access control mechanisms (e.g., access control list).","Coordinate with Cyber Defense Analysts to manage and administer the updating of rules and signatures (e.g., intrusion detection/protection systems, anti-virus, and content blacklists) for specialized cyber defense applications."
m2,Cybersecurity Consultant,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of Intrusion Detection System (IDS)/Intrusion Prevention System (IPS) tools and applications.,"Create, edit, and manage network access control lists on specialized cyber defense systems (e.g., firewalls and intrusion prevention systems)."
m2,Cybersecurity Consultant,Protect and Defend,Cyber Defense Infrastructure Support,Knowledge of incident response and handling methodologies.,"Identify potential conflicts with implementation of any cyber defense tools(e.g., tool and signature testing and optimization)."
m2,Cybersecurity Consultant,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of cybersecurity principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).","Implement Risk Management Framework (RMF)/Security Assessment and Authorization (SA&A) requirements for dedicated cyber defense systems within the enterprise, and document and maintain records for them."
m2,Cybersecurity Consultant,Protect and Defend,Cyber Defense Infrastructure Support,"Knowledge of network protocols (e.g., Transmission Critical Protocol (TCP), Internet Protocol (IP), Dynamic Host Configuration Protocol (DHCP)), and directory services (e.g., Domain Name System (DNS)).","Perform system administration on specialized cyber defense applications and systems (e.g., anti-virus, audit and remediation) or Virtual Private Network (VPN) devices, to include installation, configuration, maintenance, backup and restoration."
